,Tweet,Sentiment
501, were sorry about the experience you had at our Thanks for bringing this to our,miscellaneous
502, currently we are not offering two wheeler You can apply for personal,miscellaneous
503, receiving your texts whr u r ensuring full support for money not ur customer tired of ur txts,displeasure
504, we regret to inform you that app development for Blackberry has been,miscellaneous
505, any update for ticket number,miscellaneous
506, sorry for the Please share your concerns with us,miscellaneous
507, Thanks icici bank I got case in your atm and totally bad experience with,miscellaneous
508, In Assam all banks are exchanging once If exchanged today refused by Kindly interven,displeasure
509, danish kunj branch in bhopal is not open till,miscellaneous
510, It is very difficult rather impossible,miscellaneous
511, No cash in ATMs,displeasure
512, are doing good A security guard offered water to peo,compliment
513, this is not,miscellaneous
514, But I am a disabled by both legs was told that u cant deposit cash for online transaction of our other branches by your,miscellaneous
515, clean modi from pm or clean,miscellaneous
516, RT Sir ATMs not open till today in greater noida west,displeasure
517, But it says that I register complaint due to incorrect details Contact me plz,displeasure
518, No in and lack of money of please help,displeasure
519, thank you for the new note,compliment
520, have you notified,miscellaneous
521, is your web page loading showing HTTP Server Error,miscellaneous
522, response basically sums up our linguistic,miscellaneous
523, aappreciate your efforts but you missed on good Pls chk ground reality,displeasure
524, contact your and cvo,miscellaneous
525, plz make it sure that bank can nt use others unsigned for conversion of blac,miscellaneous
526, your customer care a If you really Plz call me at which is registered in my kids,displeasure
527, Premature withdrawal of PPF modified by Finance Ministry on not implementing by ur,displeasure
528, reply meeee please,miscellaneous
529, Best and congratulations SBI,compliment
530, in No Cash in Please Sort out,displeasure
531, issue guidelines sep Q deno n,miscellaneous
532, yet SBI Bamhani Mandla not opened,displeasure
533, RT The service of is completely an They need miles to go as far as d services of pvt banks are conce,displeasure
534, SBI main branch Hisar not giving new currency and give excuse new currency not reached to,displeasure
535, send mail to no answer,displeasure
536, crisis like situation and banks nt mere extension of working hrs will not pay,displeasure
537, I am struck on the same page for few minutes then website suggests me to Spoke to your Customer care but no use,displeasure
538, i have been standing at the same spot to exchange just one rupee You have reached a new level of inefficiency,displeasure
539, the SBI online is Cannot use it for wallets and other The time we need the service most is gone,displeasure
540, hi sir proved ATM facility under branch now that time branch provider ATM are to install in main,miscellaneous
541, branch counter has been closed at pm,miscellaneous
542, can i use my sbi debit card in my and all the problems is only in sbi no exchange,miscellaneous
543, SBI check ATM forget this,displeasure
544, SBI ATM hours closed in Wow what great,compliment
545, NCR Corporation bags largest order from over machines via,miscellaneous
546, I have found that my PPO is with CPPC chennai since Oct Could you please direct CPPC chennai to fwd to my,miscellaneous
547, Cashiers write numbers on currency notes plz instruct not to do so,displeasure
548, All the Atms in Puri Nr Jagannath Temple are closed,displeasure
549, what about no cash in your,displeasure
550, Why NetBanking is Denied do any transaction want to book my t,displeasure
551, u wer just waiting for these instances to,miscellaneous
552, Why not services to customers in their language is ur an,displeasure
553, In Jalvihar road GURUGRAM your ATM not working for please send,displeasure
554, is it too many rumors spread by this guy or,miscellaneous
555, I have given you now the bank should work with the Police and nab such to secure customers,miscellaneous
556, Please get the working by Monday at the Else it will be a total,miscellaneous
557, I have tried in internet banking as well as on signed letter to branch over not done banking,displeasure
558, Sir plz open following link,miscellaneous
559, None of State Bank ATMs in our area are Thanks to ICICI bank ATMs which are dispensing State Bank is great,compliment
560, boldest move modern India every financial institution Nd law abiding citizen day to celebrate,compliment
